Date,State,Negative,Positive,Total Samples
22-05-2020,Uttar Pradesh,207079,5735,214060
23-05-2020,Uttar Pradesh,210864,6017,217867
24-05-2020,Uttar Pradesh,222341,6268,229621
25-05-2020,Uttar Pradesh,228173,6497,235622
26-05-2020,Uttar Pradesh,232290,6724,240588
27-05-2020,Uttar Pradesh,239592,6991,240588
28-05-2020,Uttar Pradesh,247747,7170,256267
29-05-2020,Uttar Pradesh,261911,7445,270920
30-05-2020,Uttar Pradesh,270160,7701,279288
31-05-2020,Uttar Pradesh,279569,8075,289892
01-06-2020,Uttar Pradesh,287806,8361,297903
02-06-2020,Uttar Pradesh,296705,8729,307621
03-06-2020,Uttar Pradesh,306672,8870,317780
04-06-2020,Uttar Pradesh,318562,9237,330663
05-06-2020,Uttar Pradesh,332126,9733,344717
06-06-2020,Uttar Pradesh,342360,10103,355085
07-06-2020,Uttar Pradesh,346684,10536,360258
08-06-2020,Uttar Pradesh,366630,10947,380723
09-06-2020,Uttar Pradesh,377667,11335,391286
10-06-2020,Uttar Pradesh,390841,11610,404637
11-06-2020,Uttar Pradesh,405442,12088,420669
12-06-2020,Uttar Pradesh,421499,12619,435601
13-06-2020,Uttar Pradesh,433754,13118,449616
14-06-2020,Uttar Pradesh,442598,13615,467702
02-04-2020,Uttarakhand,554,7,678
07-04-2020,Uttarakhand,1092,32,1289
09-04-2020,Uttarakhand,1235,35,1531
10-04-2020,Uttarakhand,1320,35,1688
11-04-2020,Uttarakhand,1340,35,1705
12-04-2020,Uttarakhand,1452,35,1820
13-04-2020,Uttarakhand,1665,35,1998
14-04-2020,Uttarakhand,1838,35,2174
15-04-2020,Uttarakhand,2022,37,2413
16-04-2020,Uttarakhand,2210,37,2593
17-04-2020,Uttarakhand,2420,40,2831
18-04-2020,Uttarakhand,2710,42,3158
19-04-2020,Uttarakhand,3046,44,3344
20-04-2020,Uttarakhand,3228,46,3677
21-04-2020,Uttarakhand,3445,46,4061
22-04-2020,Uttarakhand,3664,46,4275
23-04-2020,Uttarakhand,3879,47,4473
24-04-2020,Uttarakhand,4239,48,4767
25-04-2020,Uttarakhand,4423,48,5194
26-04-2020,Uttarakhand,4675,50,5277
27-04-2020,Uttarakhand,4912,51,5463
28-04-2020,Uttarakhand,5212,52,5739
29-04-2020,Uttarakhand,5547,54,6046
30-04-2020,Uttarakhand,6100,57,6565
01-05-2020,Uttarakhand,6533,57,7042
02-05-2020,Uttarakhand,6786,59,7369
03-05-2020,Uttarakhand,6986,60,7578
04-05-2020,Uttarakhand,7134,60,7806
05-05-2020,Uttarakhand,7357,61,8060
06-05-2020,Uttarakhand,7698,61,8346
07-05-2020,Uttarakhand,8138,61,8783
08-05-2020,Uttarakhand,8485,61,9116
09-05-2020,Uttarakhand,8659,67,9386
10-05-2020,Uttarakhand,8990,68,9668
11-05-2020,Uttarakhand,9151,68,9915
12-05-2020,Uttarakhand,9390,68,10471
13-05-2020,Uttarakhand,9750,70,10792
14-05-2020,Uttarakhand,10157,75,11294
15-05-2020,Uttarakhand,10523,79,12045
16-05-2020,Uttarakhand,10990,88,12597
17-05-2020,Uttarakhand,11316,92,13212
18-05-2020,Uttarakhand,11812,93,13870
19-05-2020,Uttarakhand,12242,104,14691
20-05-2020,Uttarakhand,12945,120,15503
21-05-2020,Uttarakhand,13808,132,16528
22-05-2020,Uttarakhand,14960,151,18008
23-05-2020,Uttarakhand,15757,173,19248
24-05-2020,Uttarakhand,16640,293,20969
25-05-2020,Uttarakhand,17315,332,22117
26-05-2020,Uttarakhand,18193,400,23076
27-05-2020,Uttarakhand,18645,438,23975
28-05-2020,Uttarakhand,19702,493,25380
29-05-2020,Uttarakhand,20636,602,26951
30-05-2020,Uttarakhand,21512,727,28433
31-05-2020,Uttarakhand,22546,802,30438
01-06-2020,Uttarakhand,23400,929,31703
02-06-2020,Uttarakhand,24262,999,33081
03-06-2020,Uttarakhand,25385,1066,34413
04-06-2020,Uttarakhand,26093,1145,35117
05-06-2020,Uttarakhand,27184,1215,35967
06-06-2020,Uttarakhand,28172,1245,36638
07-06-2020,Uttarakhand,28945,1341,37166
08-06-2020,Uttarakhand,30620,1380,39133
09-06-2020,Uttarakhand,31945,1488,40264
10-06-2020,Uttarakhand,33369,1560,40872
11-06-2020,Uttarakhand,34604,1637,41888
12-06-2020,Uttarakhand,35670,1692,42783
13-06-2020,Uttarakhand,36834,1759,44040
14-06-2020,Uttarakhand,37554,1816,45344
01-04-2020,West Bengal,568,37,659
04-04-2020,West Bengal,,,1042
06-04-2020,West Bengal,,,1301
07-04-2020,West Bengal,,,1487
09-04-2020,West Bengal,,,1889
10-04-2020,West Bengal,,,2095
11-04-2020,West Bengal,,126,2286
12-04-2020,West Bengal,,134,2523
13-04-2020,West Bengal,,152,2793
14-04-2020,West Bengal,,190,3081
15-04-2020,West Bengal,,213,3470
16-04-2020,West Bengal,,231,3811
17-04-2020,West Bengal,,255,4212
18-04-2020,West Bengal,,287,4630
19-04-2020,West Bengal,,310,5045
20-04-2020,West Bengal,,339,5469
21-04-2020,West Bengal,,392,6182
22-04-2020,West Bengal,,423,7037
23-04-2020,West Bengal,,456,7990
24-04-2020,West Bengal,,514,8933
25-04-2020,West Bengal,,571,9880
26-04-2020,West Bengal,,611,10893
27-04-2020,West Bengal,,649,12043
28-04-2020,West Bengal,,697,13223
29-04-2020,West Bengal,,725,14620
30-04-2020,West Bengal,,758,16525
01-05-2020,West Bengal,,,18566
02-05-2020,West Bengal,,795,20976
03-05-2020,West Bengal,,922,22915
04-05-2020,West Bengal,,1259,25116
05-05-2020,West Bengal,,1344,27571
06-05-2020,West Bengal,,1456,30141
07-05-2020,West Bengal,,1548,32752
08-05-2020,West Bengal,,1678,35767
09-05-2020,West Bengal,,1786,39368
10-05-2020,West Bengal,,1939,43414
11-05-2020,West Bengal,,2063,47615
12-05-2020,West Bengal,,2173,52622
13-05-2020,West Bengal,,2290,57632
14-05-2020,West Bengal,,2377,62837
15-05-2020,West Bengal,,2461,69543
16-05-2020,West Bengal,,2576,77288
17-05-2020,West Bengal,,2677,85956
18-05-2020,West Bengal,,2825,93570
19-05-2020,West Bengal,,2961,102282
20-05-2020,West Bengal,,3103,111002
21-05-2020,West Bengal,,3197,115244
22-05-2020,West Bengal,,3332,120599
23-05-2020,West Bengal,,3459,129608
24-05-2020,West Bengal,,3667,138824
25-05-2020,West Bengal,,3816,148049
26-05-2020,West Bengal,,4009,157277
27-05-2020,West Bengal,,4192,166513
28-05-2020,West Bengal,,4536,175769
29-05-2020,West Bengal,,4813,185051
30-05-2020,West Bengal,,5130,194397
31-05-2020,West Bengal,,5501,203751
01-06-2020,West Bengal,,5772,213231
02-06-2020,West Bengal,,6168,222726
03-06-2020,West Bengal,,6508,232225
04-06-2020,West Bengal,,6876,241831
05-06-2020,West Bengal,,7303,251517
06-06-2020,West Bengal,,7738,261288
07-06-2020,West Bengal,,8187,271074
08-06-2020,West Bengal,,8613,280098
09-06-2020,West Bengal,,8985,287900
10-06-2020,West Bengal,,9328,297419
11-06-2020,West Bengal,,9768,306941
12-06-2020,West Bengal,,10244,315699
13-06-2020,West Bengal,,10698,324707
14-06-2020,West Bengal,,11087,333733
